AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
-999.25,250.0,6.0,5.0,0.0,1045.0,-999.25,1228.6,1908.17,1453.97,150.4,12.0,6.4,1.96,55.6,99.0,0.0,45.3,151.0,-999.25,1.9,2023-09-13 17:01:32,0.31,1453.0,45.76,-999.25,96.0,-999.25,96.0,0.02,0.11,2.0,135.0,1392.58,145.0,1453.97,133.44,11.0,72.0,90.0,1407.23,2042.19,-999.25,669.0,76.0,81.0,775.0,8.9,-999.25,284.3,2732.5,-999.25,-999.25,-999.25,-999.25,245.0,246.0,244.0,30.1,3107.0,6269.0,1196095.0,7.0,662.0,6585.0,63282.0,3104.0,79.0,78.0,77.0,6638.07,-999.25,1389.62,-999.25,6.4,68.2,5843.0,30.1,3.2,-999.25,192.98,36.0,17.0,19.0,-2.0,-76.37,3.0,3.42,251.0
-999.25,250.0,6.0,5.0,0.0,1045.0,-999.25,1228.6,1410.58,1454.96,149.0,12.0,6.4,0.34,54.6,99.0,0.0,45.3,151.0,-999.25,1.9,2023-09-13 17:01:47,0.31,1454.0,34.4,-999.25,96.0,-999.25,96.0,0.11,0.27,2.0,135.0,1393.57,145.0,1454.96,135.65,11.0,72.0,90.0,2788.39,3414.18,-999.25,1346.0,76.0,81.0,775.0,8.9,-999.25,284.3,2763.75,-999.25,-999.25,-999.25,-999.25,247.0,247.0,246.0,29.8,5104.0,6283.0,1196095.0,7.0,682.0,6605.0,63302.0,3163.0,79.0,77.0,77.0,10066.41,-999.25,1390.61,-999.25,6.4,68.2,5843.0,29.8,5.0,-999.25,191.26,36.0,17.0,19.0,-2.0,-80.05,5.0,3.47,251.0
-999.25,250.0,6.0,5.0,0.0,1045.0,-999.25,1228.6,744.83,1455.92,151.3,12.0,6.4,3.09,53.7,99.0,0.0,45.3,151.0,-999.25,1.9,2023-09-13 17:02:02,0.31,1455.0,19.21,-999.25,96.0,-999.25,96.0,-0.59,0.16,1.0,134.0,1394.47,145.0,1455.92,135.23,11.0,72.0,90.0,1162.36,1396.74,-999.25,549.0,76.0,81.0,774.0,8.9,-999.25,284.3,2725.0,-999.25,-999.25,-999.25,-999.25,268.0,265.0,256.0,30.3,1565.0,6298.0,1196095.0,7.0,703.0,6626.0,63323.0,3223.0,79.0,78.0,76.0,0.03,-999.25,1391.51,-999.25,6.4,68.2,5843.0,30.3,0.0,-999.25,194.39,36.0,17.0,19.0,-2.0,-78.87,1.0,3.54,251.0
-999.25,300.0,6.0,5.0,0.0,1045.0,-999.25,1228.6,1403.96,1456.93,150.0,12.0,6.4,3.02,52.7,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:02:16,0.34,1456.0,38.19,-999.25,96.0,-999.25,96.0,0.44,0.21,2.0,135.0,1395.49,145.0,1456.93,133.78,11.0,73.0,90.0,1072.11,2237.2,-999.25,550.0,76.0,81.0,775.0,8.9,-999.25,284.3,2765.0,-999.25,-999.25,-999.25,-999.25,278.0,278.0,267.0,30.0,2663.0,6310.0,1196095.0,7.0,720.0,6643.0,63340.0,3280.0,79.0,77.0,77.0,4264.89,-999.25,1392.53,-999.25,6.4,68.2,5843.0,30.0,2.3,-999.25,192.79,36.0,17.0,19.0,-2.0,-76.04,2.0,3.55,251.0
-999.25,300.0,6.0,5.0,0.0,1045.0,-999.25,1228.6,787.93,1457.97,149.7,12.0,6.4,5.71,51.6,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:02:28,0.35,1457.0,20.21,-999.25,96.0,-999.25,96.0,0.37,0.18,2.0,135.0,1396.72,145.0,1457.97,131.88,11.0,73.0,90.0,-347.57,569.11,-999.25,-211.0,76.0,81.0,775.0,8.9,-999.25,284.3,2768.75,-999.25,-999.25,-999.25,-999.25,258.0,259.0,273.0,29.9,3328.0,6324.0,1196095.0,7.0,739.0,6662.0,63358.0,3339.0,79.0,77.0,77.0,4838.18,-999.25,1393.76,-999.25,6.4,68.2,5843.0,29.9,2.5,-999.25,192.55,36.0,17.0,19.0,-2.0,-73.5,3.0,3.44,251.0
-999.25,200.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,-1909.68,1459.0,148.9,12.0,6.4,1.31,50.6,99.0,0.0,45.3,150.0,12.3,1.9,2023-09-13 17:02:42,0.28,1458.0,-37.6,-999.25,96.0,-999.25,96.0,-0.63,0.05,1.0,134.0,1397.68,145.0,1459.0,134.32,11.0,73.0,90.0,-2750.98,-846.88,-999.25,-1239.0,76.0,81.0,774.0,8.9,-999.25,284.3,2693.75,-999.25,-999.25,-999.25,-999.25,199.0,200.0,220.0,29.8,4364.0,6342.0,1196095.0,7.0,766.0,6689.0,63385.0,3420.0,79.0,77.0,76.0,7811.81,-999.25,1394.72,-999.25,6.4,68.2,5843.0,29.8,3.1,-999.25,191.62,36.0,17.0,19.0,-2.0,-77.07,3.0,3.61,251.0
-999.25,200.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,2332.16,1459.98,152.4,12.0,6.4,1.53,49.6,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:03:01,0.25,1459.0,44.27,-999.25,96.0,-999.25,96.0,0.45,0.04,2.0,135.0,1398.73,145.0,1459.98,135.44,11.0,73.0,89.0,-821.72,-632.66,-999.25,-328.0,76.0,81.0,775.0,8.9,-999.25,284.3,2747.5,-999.25,-999.25,-999.25,-999.25,196.0,196.0,198.0,30.5,3254.0,6361.0,1196095.0,7.0,791.0,6715.0,63411.0,3497.0,79.0,77.0,77.0,0.01,-999.25,1395.77,-999.25,6.4,68.2,5843.0,30.5,0.0,-999.25,196.24,36.0,17.0,19.0,-2.0,-78.72,-0.0,3.51,251.0
-999.25,200.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,173.51,1460.93,149.1,12.0,6.4,2.45,48.7,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:03:19,0.26,1460.0,3.53,-999.25,96.0,-999.25,96.0,-0.27,-0.74,1.0,134.0,1399.61,145.0,1460.93,136.36,11.0,73.0,89.0,4641.65,4841.37,-999.25,1870.0,76.0,81.0,774.0,8.9,-999.25,284.3,2731.25,-999.25,-999.25,-999.25,-999.25,211.0,211.0,205.0,29.8,3113.0,6377.0,1196095.0,7.0,815.0,6739.0,63435.0,3569.0,79.0,77.0,76.0,0.02,-999.25,1396.65,-999.25,6.4,68.2,5843.0,29.8,0.0,-999.25,192.17,36.0,17.0,19.0,-2.0,-75.51,-2.0,3.5,251.0
-999.25,250.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,3281.91,1461.95,150.9,12.0,6.4,1.82,47.6,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:03:35,0.25,1461.0,63.62,-999.25,95.0,-999.25,96.0,-0.76,-1.49,1.0,134.0,1400.67,145.0,1461.95,135.99,11.0,73.0,89.0,1256.72,1876.84,-999.25,485.0,76.0,81.0,774.0,8.9,-999.25,284.3,2708.75,-999.25,-999.25,-999.25,-999.25,199.0,198.0,198.0,30.2,0.0,6395.0,1196095.0,7.0,840.0,6763.0,63459.0,3638.0,79.0,77.0,76.0,2087.79,-999.25,1397.71,-999.25,6.4,68.2,5843.0,30.2,0.8,-999.25,194.67,36.0,17.0,19.0,-2.0,-79.14,1.0,3.42,251.0
-999.25,250.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,4243.42,1463.0,149.8,12.0,6.5,1.78,46.6,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:03:53,0.28,1462.0,97.7,-999.25,96.0,-999.25,96.0,0.28,-1.66,1.0,134.0,1401.58,145.0,1463.0,135.72,11.0,73.0,89.0,4889.88,4811.26,-999.25,2146.0,76.0,81.0,774.0,8.9,-999.25,284.3,2880.0,-999.25,-999.25,-999.25,-999.25,245.0,241.0,223.0,30.0,2663.0,6411.0,1196095.0,7.0,864.0,6787.0,63483.0,3710.0,79.0,77.0,76.0,0.02,-999.25,1398.62,-999.25,6.5,68.2,5843.0,30.0,0.0,-999.25,193.36,36.0,17.0,19.0,-2.0,-74.21,-0.0,3.5,251.0
-999.25,250.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,1792.83,1463.99,149.4,12.0,6.5,1.49,45.6,99.0,0.0,45.3,150.0,12.3,1.9,2023-09-13 17:04:10,0.31,1463.0,44.14,-999.25,96.0,-999.25,96.0,-0.76,-1.51,1.0,134.0,1402.62,145.0,1463.99,133.48,11.0,73.0,88.0,-1230.44,-47.11,-999.25,-598.0,76.0,81.0,774.0,8.9,-999.25,284.3,2796.25,-999.25,-999.25,-999.25,-999.25,245.0,245.0,246.0,29.9,3254.0,6426.0,1196095.0,7.0,884.0,6808.0,63503.0,3770.0,79.0,77.0,76.0,3944.77,-999.25,1399.66,-999.25,6.5,68.2,5843.0,29.9,2.0,-999.25,193.0,36.0,17.0,19.0,-2.0,-72.88,2.0,3.52,251.0
-999.25,250.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,-2204.06,1464.98,148.4,12.0,6.5,2.39,44.6,99.0,0.0,45.3,150.0,12.3,1.9,2023-09-13 17:04:24,0.33,1464.0,-58.22,-999.25,96.0,-999.25,96.0,-0.84,-1.11,1.0,134.0,1403.58,145.0,1464.98,134.83,11.0,73.0,88.0,1504.98,2503.28,-999.25,762.0,76.0,81.0,774.0,8.9,-999.25,284.3,2713.75,-999.25,-999.25,-999.25,-999.25,268.0,268.0,255.0,29.7,5252.0,6439.0,1196095.0,7.0,904.0,6827.0,63523.0,3834.0,79.0,77.0,77.0,919.69,-999.25,1400.62,-999.25,6.5,68.2,5843.0,29.7,0.5,-999.25,191.77,36.0,17.0,19.0,-2.0,-75.6,1.0,3.55,251.0
-999.25,250.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,2268.19,1465.94,151.5,12.0,6.5,2.49,43.7,99.0,0.0,45.3,151.0,12.3,1.9,2023-09-13 17:04:37,0.32,1465.0,54.31,-999.25,96.0,-999.25,96.0,0.3,-0.34,1.0,135.0,1404.48,145.0,1465.94,134.1,11.0,73.0,88.0,4816.24,4354.8,-999.25,2429.0,76.0,81.0,774.0,8.9,-999.25,284.3,2823.75,-999.25,-999.25,-999.25,-999.25,247.0,247.0,254.0,30.3,0.0,6453.0,1196095.0,7.0,923.0,6848.0,63542.0,3893.0,79.0,77.0,76.0,0.02,-999.25,1401.52,-999.25,6.5,68.2,5843.0,30.3,0.0,-999.25,195.94,36.0,17.0,19.0,-2.0,-74.57,-0.0,3.42,251.0
-999.25,275.0,6.0,8.0,0.0,1045.0,-999.25,1228.6,-279.26,1466.95,149.4,12.0,6.5,2.61,42.6,95.0,0.0,45.3,150.0,12.3,2.3,2023-09-13 17:04:51,0.32,1466.0,-6.98,-999.25,96.0,-999.25,96.0,-1.03,-0.37,1.0,134.0,1405.55,227.0,1466.95,133.4,11.0,73.0,88.0,5348.82,5927.52,-999.25,2637.0,76.0,81.0,774.0,8.9,-999.25,284.3,2936.25,-999.25,-999.25,-999.25,-999.25,268.0,260.0,252.0,29.9,5621.0,6467.0,1196095.0,7.0,943.0,6867.0,63562.0,3949.0,79.0,77.0,76.0,9279.31,-999.25,1402.59,-999.25,6.5,68.2,5843.0,29.9,4.7,-999.25,193.25,36.0,17.0,19.0,-2.0,-72.98,5.0,3.41,251.0
-999.25,275.0,6.0,6.0,0.0,1045.0,-999.25,1228.6,1888.01,1467.95,149.6,12.0,6.5,1.55,41.6,95.0,0.0,45.3,150.0,12.3,2.3,2023-09-13 17:05:06,0.33,1467.0,50.41,-999.25,96.0,-999.25,96.0,-0.8,-0.34,1.0,134.0,1406.46,227.0,1467.95,134.85,11.0,73.0,88.0,3950.46,4034.43,-999.25,2059.0,76.0,81.0,774.0,8.9,-999.25,284.3,2778.75,-999.25,-999.25,-999.25,-999.25,269.0,269.0,264.0,29.9,3107.0,6480.0,1196095.0,7.0,962.0,6886.0,63581.0,4009.0,79.0,77.0,76.0,5860.39,-999.25,1403.5,-999.25,6.5,68.2,5843.0,29.9,3.2,-999.25,193.72,36.0,17.0,19.0,-2.0,-78.8,3.0,3.33,251.0
-999.25,275.0,6.0,6.0,0.0,1045.0,-999.25,1228.6,934.27,1468.96,150.0,12.0,6.5,-0.87,40.6,95.0,0.0,45.3,151.0,12.3,2.3,2023-09-13 17:05:19,0.34,1468.0,25.16,-999.25,96.0,-999.25,96.0,0.8,-0.26,1.0,135.0,1407.45,209.0,1468.96,134.79,11.0,73.0,88.0,556.71,1056.7,-999.25,289.0,76.0,81.0,774.0,8.9,-999.25,284.3,2902.5,-999.25,-999.25,-999.25,-999.25,277.0,275.0,274.0,30.0,1036.0,6494.0,1196095.0,7.0,980.0,6905.0,63599.0,4060.0,79.0,77.0,76.0,3807.65,-999.25,1404.49,-999.25,6.5,68.2,5843.0,30.0,2.1,-999.25,194.27,36.0,17.0,19.0,-2.0,-74.78,2.0,3.47,251.0
-999.25,275.0,6.0,6.0,0.0,1045.0,-999.25,1228.6,3581.24,1469.93,149.2,12.0,6.5,4.29,39.7,95.0,0.0,45.3,151.0,12.3,2.3,2023-09-13 17:05:32,0.35,1469.0,101.11,-999.25,96.0,-999.25,96.0,0.31,-0.14,1.0,135.0,1408.51,227.0,1469.93,131.19,11.0,73.0,88.0,1146.68,2412.12,-999.25,615.0,76.0,81.0,774.0,8.9,-999.25,284.3,2820.0,-999.25,-999.25,-999.25,-999.25,285.0,285.0,278.0,29.8,5474.0,6506.0,1196095.0,7.0,999.0,6923.0,63617.0,4115.0,79.0,77.0,76.0,2391.46,-999.25,1405.55,-999.25,6.5,68.2,5843.0,29.8,1.4,-999.25,193.37,36.0,17.0,19.0,-2.0,-73.93,1.0,3.54,251.0
