AD Delta-P SP (psi),AD ROP SP (ft/hr),AD Torque SP (kft·lbf),AD WOB SP (klb),Accum Trip In (bbl),Accum Trip Out (bbl),Annular Velocity (ft/min),BHA Length (ft),Bit MSE (psi),Bit Position (ft),Bit RPM (RPM),Bit Size (in),Bit Time (hr),Bit Weight (klb),Block Height (ft),Bttm Pipe Temp (°F),Casing Pressure (psi),Circulating Hrs (hr),Co. Man G/L (bbl),Cont Az (deg),Cont Inc (deg),DateTime,Depth of Cut (ft),Depth(ft),Diff Press (psi),East West Horizontal (ft),Flow Deviation (%),Flow In Rate (galUS/min),Flow Out Percent (%),G/L Rate - 1 Min (bbl/min),G/L Rate - 5 Min (bbl/min),Gain Loss (bbl),Gain Loss - Spare (bbl),Gamma Depth (ft),Gamma Ray (offset) (API),Hole Depth (ft),Hook Load (klb),Lst Jnt Time (s),ML Mud Temp IN (°F),ML Mud Temp OUT (°F),MSE Downhole (psi),MSE Total (psi),Mud Motor RPM (RPM),Mud Motor Torque (ft·lbf),Mud Temp In (°F),Mud Temp Out (°F),Mud Volume (bbl),Mud Weight In (lb/galUS),North South Horizontal (ft),Pipe Length (ft),Pump Pressure (psi),Pump SPM - Total (SPM),Pump SPM 1 (SPM),Pump SPM 2 (SPM),Pump SPM 3 (SPM),ROP - Average (ft/hr),ROP - Cut Unit (ft/hr),ROP - Fast (ft/hr),Rotary RPM (RPM),Rotary Torque (A),Run Jnt Time (s),Strks - Acc Fill (strokes),Strks - Fill (strokes),Strks - Pump 1 (strokes),Strks - Pump 2 (strokes),Strks - Pump 3 (strokes),Strks - Total (strokes),Suction 1 Pit 9 (bbl),Suction 2 Pit 10 (bbl),Suction 3 Pit 11 (bbl),Surface MSE wMotor (psi),Svy Azimuth (deg),Svy Depth (ft),Svy Inclination (deg),Time On Bottom (hr),Time On Job (hr),Time On Slip (s),Top Drive RPM (RPM),Top Drive Torque (kft·lbf),Total Gas (ML) (lagged) (1%=100 Units),Total Rotations on DP (),Total Trip Volume (bbl),Trip Tank 1 (bbl),Trip Tank 2 (bbl),Trip Tank GL (bbl),WC Bit Weight (klb),WC Torque (ft·lbf),Washout Factor (),Water Pit (bbl)
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1910.24,231.92,149.8,18.0,0.5,3.55,77.5,241.0,0.0,49.4,144.0,-999.25,0.5,2023-11-06 14:00:56,0.5,231.0,322.61,-999.25,0.0,645.0,0.0,-0.58,-3.87,1.0,-33.0,180.39,-999.25,231.92,66.82,1770.0,66.0,71.0,1773.33,2103.17,167.6,2815.0,70.0,69.0,625.0,8.6,-999.25,183.1,1073.42,168.0,84.0,84.0,0.0,470.0,470.0,491.0,30.0,8506.0,426.0,49248.0,51.0,2210.0,1986.0,691.0,4939.0,71.0,73.0,65.0,2281.31,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,3.8,-999.25,13.81,17.0,8.0,9.0,4.0,-8.88,4.0,3.87,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1711.31,232.93,149.1,18.0,0.5,3.2,76.5,241.0,0.0,49.4,144.0,-999.25,0.5,2023-11-06 14:01:03,0.5,232.0,305.69,-999.25,0.0,645.0,0.0,0.15,-3.88,1.0,-33.0,180.39,-999.25,232.93,66.25,1770.0,66.0,71.0,2462.18,2313.61,167.6,3999.0,70.0,69.0,626.0,8.6,-999.25,183.1,1064.67,168.0,84.0,84.0,0.0,450.0,517.0,492.0,29.8,3255.0,433.0,49248.0,51.0,2220.0,1996.0,691.0,4956.0,71.0,73.0,65.0,3719.84,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,6.5,-999.25,13.79,17.0,8.0,9.0,4.0,-7.69,6.0,3.66,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2105.58,233.92,148.9,18.0,0.5,3.28,75.5,241.0,0.0,49.4,143.0,-999.25,0.5,2023-11-06 14:01:10,0.52,233.0,354.73,-999.25,0.0,645.0,0.0,-0.62,-3.92,0.0,-33.0,180.39,-999.25,233.92,66.11,1770.0,66.0,71.0,2064.93,2078.68,167.6,3265.0,70.0,69.0,625.0,8.6,-999.25,183.1,1108.42,168.0,84.0,84.0,0.0,512.0,512.0,493.0,29.8,4623.0,440.0,49248.0,51.0,2230.0,2006.0,691.0,4979.0,71.0,72.0,65.0,2651.49,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,4.4,-999.25,13.83,17.0,8.0,9.0,4.0,-7.67,4.0,3.75,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1848.78,234.8,150.4,18.0,0.5,3.08,74.7,241.0,0.0,49.4,143.0,-999.25,0.5,2023-11-06 14:01:17,0.5,234.0,276.51,-999.25,0.0,645.0,0.0,-0.17,-3.99,0.0,-33.0,180.39,-999.25,234.8,66.18,1770.0,66.0,71.0,1688.83,1668.01,167.6,2673.0,70.0,69.0,625.0,8.6,-999.25,183.1,1012.24,168.0,84.0,84.0,0.0,502.0,502.0,505.0,30.1,4364.0,447.0,49248.0,51.0,2238.0,2014.0,691.0,4995.0,71.0,73.0,65.0,915.27,342.6,-999.25,0.8,0.5,15.9,274.0,30.1,1.3,-999.25,14.04,17.0,8.0,9.0,4.0,-9.44,3.0,4.18,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1748.51,235.9,150.4,18.0,0.5,2.75,73.6,241.0,0.0,49.4,143.0,-999.25,0.5,2023-11-06 14:01:24,0.5,235.0,262.9,-999.25,0.0,645.0,0.0,-0.79,-3.97,0.0,-34.0,180.39,-999.25,235.9,66.69,1770.0,66.0,71.0,1758.76,1595.86,167.6,2813.0,70.0,69.0,624.0,8.6,-999.25,183.1,1018.42,168.0,84.0,84.0,0.0,546.0,518.0,512.0,30.1,3920.0,455.0,49248.0,51.0,2251.0,2027.0,691.0,5021.0,71.0,73.0,65.0,1169.83,342.6,-999.25,0.8,0.5,15.9,274.0,30.1,1.7,-999.25,14.1,17.0,8.0,9.0,4.0,-8.63,2.0,4.08,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2533.8,237.0,149.0,18.0,0.5,3.12,72.5,241.0,0.0,49.4,144.0,-999.25,0.5,2023-11-06 14:01:32,0.5,236.0,357.18,-999.25,0.0,645.0,0.0,-0.22,-3.46,1.0,-33.0,180.39,-999.25,237.0,66.27,1770.0,66.0,71.0,2247.33,2316.43,167.6,3533.0,70.0,69.0,625.0,8.6,-999.25,183.1,1099.64,168.0,84.0,84.0,0.0,557.0,497.0,511.0,29.8,5769.0,463.0,49248.0,51.0,2261.0,2038.0,691.0,5042.0,71.0,72.0,65.0,3000.51,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,4.1,-999.25,14.04,17.0,8.0,9.0,4.0,-8.69,4.0,3.81,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1692.4,237.94,148.8,18.0,0.5,2.3,71.5,241.0,0.0,49.4,145.0,-999.25,0.5,2023-11-06 14:01:40,0.5,237.0,315.48,-999.25,0.0,645.0,0.0,0.76,-2.98,2.0,-32.0,180.39,-999.25,237.94,66.41,1770.0,66.0,71.0,1830.4,1896.96,167.6,2986.0,70.0,69.0,626.0,8.6,-999.25,183.1,1109.67,168.0,84.0,84.0,0.0,455.0,455.0,495.0,29.8,5030.0,469.0,49248.0,51.0,2270.0,2047.0,691.0,5060.0,72.0,73.0,65.0,2336.49,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,4.3,-999.25,14.07,17.0,8.0,9.0,4.0,-8.86,4.0,3.75,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1808.26,238.93,152.0,18.0,0.5,2.57,70.5,241.0,0.0,49.5,144.0,-999.25,0.5,2023-11-06 14:01:46,0.52,238.0,302.94,-999.25,0.0,645.0,0.0,0.72,-2.57,1.0,-33.0,180.39,-999.25,238.93,69.02,1770.0,66.0,71.0,1777.82,1885.07,167.6,2884.0,70.0,69.0,626.0,8.6,-999.25,183.1,999.67,168.0,84.0,84.0,0.0,549.0,516.0,499.0,30.4,5464.0,476.0,49248.0,51.0,2280.0,2056.0,691.0,5076.0,72.0,73.0,65.0,633.27,342.6,-999.25,0.8,0.5,15.9,274.0,30.4,1.0,-999.25,14.43,17.0,8.0,9.0,4.0,-11.97,1.0,4.04,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1736.53,239.91,150.2,18.0,0.5,1.94,69.6,241.0,0.0,49.5,143.0,-999.25,0.5,2023-11-06 14:01:53,0.51,239.0,288.54,-999.25,0.0,645.0,0.0,0.84,-2.39,0.0,-33.0,180.39,-999.25,239.91,66.75,1770.0,66.0,71.0,1706.95,1816.3,167.6,2717.0,70.0,69.0,625.0,8.6,-999.25,183.1,1024.67,168.0,84.0,84.0,0.0,537.0,514.0,513.0,30.0,5252.0,483.0,49248.0,51.0,2291.0,2068.0,691.0,5102.0,71.0,72.0,65.0,1512.14,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,2.5,-999.25,14.32,17.0,8.0,9.0,4.0,-9.22,2.0,4.06,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2360.19,240.79,149.2,18.0,0.5,2.85,68.7,241.0,0.0,49.5,144.0,-999.25,0.5,2023-11-06 14:02:00,0.5,240.0,351.38,-999.25,0.0,645.0,0.0,-0.41,-2.03,1.0,-33.0,180.39,-999.25,240.79,65.97,1770.0,66.0,71.0,1688.12,1822.01,167.6,2684.0,70.0,69.0,625.0,8.6,-999.25,183.1,1105.92,168.0,84.0,84.0,0.0,562.0,513.0,514.0,29.8,3476.0,490.0,49248.0,51.0,2299.0,2076.0,691.0,5118.0,72.0,72.0,65.0,3150.56,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,4.6,-999.25,14.28,17.0,8.0,9.0,4.0,-7.07,5.0,4.15,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1987.26,241.98,150.0,18.0,0.5,2.77,67.5,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:02:07,0.49,241.0,276.71,-999.25,0.0,645.0,0.0,1.36,-1.37,2.0,-32.0,180.39,-999.25,241.98,65.82,1770.0,66.0,71.0,2096.62,2279.82,167.6,3305.0,70.0,69.0,626.0,8.6,-999.25,183.1,1024.67,168.0,84.0,84.0,0.0,534.0,481.0,511.0,30.0,4882.0,499.0,49248.0,51.0,2312.0,2089.0,691.0,5140.0,71.0,73.0,65.0,1403.71,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,1.9,-999.25,14.43,17.0,8.0,9.0,4.0,-9.24,2.0,3.76,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2167.99,243.0,150.2,18.0,0.5,3.12,66.5,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:02:16,0.5,242.0,320.52,-999.25,0.0,645.0,0.0,1.71,-1.1,2.0,-32.0,197.98,-999.25,243.0,66.44,1770.0,66.0,71.0,1825.91,1902.05,167.6,2904.0,70.0,69.0,626.0,8.6,-999.25,183.1,1108.42,168.0,84.0,84.0,0.0,444.0,447.0,491.0,30.0,5030.0,506.0,49248.0,51.0,2321.0,2098.0,691.0,5162.0,71.0,72.0,65.0,1661.84,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,2.4,-999.25,14.51,17.0,8.0,9.0,4.0,-8.66,2.0,3.75,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2478.94,243.91,150.7,18.0,0.5,2.8,65.6,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:02:23,0.5,243.0,409.64,-999.25,0.0,645.0,0.0,1.35,-0.95,2.0,-32.0,197.98,-999.25,243.91,66.01,1770.0,66.0,71.0,2487.31,2553.64,167.6,4034.0,70.0,69.0,626.0,8.6,-999.25,183.1,1113.42,168.0,84.0,84.0,0.0,534.0,518.0,491.0,30.1,6435.0,512.0,49248.0,51.0,2330.0,2107.0,691.0,5180.0,72.0,72.0,65.0,1723.31,342.6,-999.25,0.8,0.5,15.9,274.0,30.1,2.8,-999.25,14.61,17.0,8.0,9.0,4.0,-8.19,3.0,3.73,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1567.62,244.91,149.6,18.0,0.5,0.98,64.6,241.0,0.0,49.5,144.0,-999.25,0.5,2023-11-06 14:02:30,0.52,244.0,264.54,-999.25,0.0,645.0,0.0,1.4,-0.74,1.0,-33.0,197.98,-999.25,244.91,66.88,1770.0,66.0,71.0,1870.8,1806.7,167.6,2961.0,70.0,69.0,626.0,8.6,-999.25,183.1,1017.17,168.0,84.0,84.0,0.0,509.0,509.0,490.0,29.9,3107.0,519.0,49248.0,51.0,2341.0,2118.0,691.0,5199.0,71.0,73.0,65.0,2349.32,342.6,-999.25,0.8,0.5,15.9,274.0,29.9,3.9,-999.25,14.56,17.0,8.0,9.0,4.0,-9.44,4.0,4.01,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1907.13,245.99,151.0,18.0,0.5,1.69,63.5,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:02:37,0.51,245.0,319.12,-999.25,0.0,645.0,0.0,0.26,-0.41,2.0,-32.0,200.34,-999.25,245.99,66.09,1770.0,66.0,71.0,1964.08,1788.5,167.6,3125.0,70.0,69.0,626.0,8.6,-999.25,183.1,1034.67,168.0,84.0,84.0,0.0,504.0,504.0,513.0,30.2,4216.0,527.0,49248.0,51.0,2351.0,2128.0,691.0,5222.0,71.0,73.0,65.0,1635.16,342.6,-999.25,0.8,0.5,15.9,274.0,30.2,2.7,-999.25,14.76,17.0,8.0,9.0,4.0,-8.46,3.0,3.9,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,2234.68,246.91,149.0,18.0,0.5,2.08,62.6,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:02:45,0.5,246.0,345.83,-999.25,0.0,645.0,0.0,0.9,-0.21,2.0,-31.0,200.34,-999.25,246.91,66.27,1770.0,66.0,71.0,2195.55,2081.47,167.6,3487.0,70.0,69.0,627.0,8.6,-999.25,183.1,1090.92,168.0,84.0,84.0,0.0,453.0,453.0,496.0,29.8,5178.0,534.0,49248.0,51.0,2360.0,2138.0,691.0,5238.0,71.0,73.0,65.0,2599.25,342.6,-999.25,0.8,0.5,15.9,274.0,29.8,3.9,-999.25,14.62,17.0,8.0,9.0,4.0,-7.81,4.0,3.77,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1999.37,247.9,150.5,18.0,0.5,2.02,61.6,241.0,0.0,49.5,146.0,-999.25,0.5,2023-11-06 14:02:52,0.5,247.0,338.05,-999.25,0.0,645.0,0.0,2.04,-0.28,3.0,-31.0,200.34,337.0,247.9,66.13,1770.0,66.0,71.0,2018.62,2149.26,167.6,3211.0,70.0,69.0,627.0,8.6,-999.25,183.1,1078.42,168.0,84.0,84.0,0.0,468.0,526.0,498.0,30.1,6213.0,541.0,49248.0,51.0,2370.0,2147.0,691.0,5260.0,72.0,73.0,65.0,1717.3,342.6,-999.25,0.8,0.5,15.9,274.0,30.1,2.8,-999.25,14.83,17.0,8.0,9.0,4.0,-8.22,3.0,3.85,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1964.97,248.99,149.9,18.0,0.5,4.05,60.5,241.0,0.0,49.5,146.0,-999.25,0.5,2023-11-06 14:02:59,0.5,248.0,318.6,-999.25,0.0,645.0,0.0,2.27,-0.4,3.0,-31.0,200.34,110.0,248.99,63.92,1770.0,66.0,71.0,1996.03,1958.56,167.6,3176.0,70.0,69.0,628.0,8.6,-999.25,183.1,1070.92,168.0,84.0,84.0,0.0,534.0,546.0,508.0,30.0,3772.0,549.0,49248.0,51.0,2383.0,2160.0,691.0,5286.0,72.0,73.0,65.0,2100.77,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,3.3,-999.25,14.84,17.0,8.0,9.0,4.0,-4.98,3.0,3.88,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1436.19,249.9,150.1,18.0,0.5,0.23,59.6,241.0,0.0,49.5,146.0,-999.25,0.5,2023-11-06 14:03:07,0.51,249.0,239.3,-999.25,0.0,645.0,0.0,2.25,-0.27,3.0,-31.0,200.34,88.0,249.9,67.55,1770.0,66.0,71.0,1562.35,1419.53,167.6,2496.0,70.0,69.0,628.0,8.6,-999.25,183.1,1004.67,168.0,84.0,84.0,0.0,469.0,469.0,501.0,30.0,1346.0,555.0,49248.0,51.0,2391.0,2168.0,691.0,5302.0,71.0,72.0,65.0,2312.36,342.6,-999.25,0.8,0.5,15.9,274.0,30.0,3.8,-999.25,14.91,17.0,8.0,9.0,4.0,-9.5,4.0,4.14,386.0
400.0,500.0,30.0,5.0,399.0,1304.0,-999.25,127.0,1877.15,250.81,150.6,18.0,0.5,0.36,58.7,241.0,0.0,49.5,145.0,-999.25,0.5,2023-11-06 14:03:13,0.5,250.0,289.24,-999.25,0.0,645.0,0.0,0.76,-0.27,2.0,-32.0,200.34,285.0,250.81,67.37,1770.0,66.0,71.0,1774.63,1697.42,167.6,2832.0,70.0,69.0,626.0,8.6,-999.25,183.1,1008.42,168.0,84.0,84.0,0.0,503.0,503.0,509.0,30.1,2071.0,562.0,49248.0,51.0,2399.0,2177.0,691.0,5319.0,72.0,72.0,65.0,109.25,342.6,-999.25,0.8,0.5,15.9,274.0,30.1,0.2,-999.25,15.02,17.0,8.0,9.0,4.0,-9.28,0.0,3.88,386.0
